"ensembl_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name"
"ENSMUSG00000022041",145.660582378684,2.57638439138763,0.175843685950858,6.1318175414205e-50,9.18300995003134e-46,"Chrna2"
"ENSMUSG00000027875",1200.94711694295,2.93313922478898,0.255403028018164,7.28163702360386e-32,3.63499320218305e-28,"Hmgcs2"
"ENSMUSG00000038801",120.14262231586,-1.76007778391204,0.197567104717418,2.21194253633446e-20,3.68067238046055e-17,"Scgb1c1"
"ENSMUSG00000020734",29.5517812480675,-1.87895225500635,0.302122564522168,2.83651105537677e-11,1.21370255900921e-08,"Grin2c"
"ENSMUSG00000095186",19.8826870421646,3.03089625163073,0.502555274565173,5.29227988373781e-11,1.98142958847144e-08,"Gm10718"
"ENSMUSG00000091028",31.1354029618796,2.64570833732513,0.439222559838314,8.39734026689665e-11,3.04987400456305e-08,"Gm10722"
"ENSMUSG00000032315",10.8139329400401,-6.02992297872652,1.30126997553086,4.4898497679556e-10,1.20071410937327e-07,"Cyp1a1"
"ENSMUSG00000023232",24.0675346558095,1.64299469724139,0.289940313243567,7.4787126441852e-10,1.89832543320877e-07,"Serinc2"
"ENSMUSG00000048620",22.3566691030969,2.0496171970267,0.370097871919196,1.05750764999413e-09,2.62398780297812e-07,"Olfr1336"
"ENSMUSG00000075014",2251.45787365954,3.06552801252231,0.557506255662567,1.59928976755004e-09,3.74233805606709e-07,"Gm10800"
"ENSMUSG00000095891",21.063915790526,2.88083802519752,0.526001024305662,2.38810538624774e-09,5.03722060062621e-07,"Gm10717"
"ENSMUSG00000095280",217.188661699615,2.8743840603429,0.548218694671638,6.31642994321212e-09,1.15832159708323e-06,"Gm21738"
"ENSMUSG00000097312",239.456629550122,3.08767833419825,0.604875992305882,1.31846837492715e-08,2.2959746956871e-06,"Gm26870"
"ENSMUSG00000049723",21.4361424790104,2.06072610110078,0.420170005494377,4.79570759286431e-08,7.04122714811136e-06,"Mmp12"
"ENSMUSG00000075015",207.91191270844,3.01379288346187,0.62766517825187,6.03228232122677e-08,8.4429401909058e-06,"Gm10801"
"ENSMUSG00000025013",27.9371153821631,1.58150802858036,0.358002237498504,4.13730908907278e-07,4.2731269598589e-05,"Tll2"
"ENSMUSG00000020051",25.730795060773,-1.95357435059826,0.458852987463658,7.5656679899915e-07,7.12600275585615e-05,"Pah"
"ENSMUSG00000026100",19.0938326318089,2.05910611163272,0.520708593907008,4.04892180786927e-06,0.000295788551193416,"Mstn"
"ENSMUSG00000002289",313.214505276466,1.83669349577153,0.543242960858156,2.50597877149388e-05,0.0012778693073941,"Angptl4"
"ENSMUSG00000006403",28.2065760557275,-1.51948001831172,0.469992790167038,4.52982011755165e-05,0.00202503242031204,"Adamts4"
