"ensembl_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_name"
"ENSMUSG00000022041",145.660582378684,2.57638439138763,0.175843685950858,6.1318175414205e-50,9.18300995003134e-46,"Chrna2"
"ENSMUSG00000021226",3965.40764124289,1.12129106987052,0.0919063040781843,1.64507952991441e-35,1.23183555199991e-31,"Acot2"
"ENSMUSG00000027875",1200.94711694295,2.93313922478898,0.255403028018164,7.28163702360386e-32,3.63499320218305e-28,"Hmgcs2"
"ENSMUSG00000023439",306.906898568548,-1.27498204267911,0.120371015539192,1.33360861077119e-27,3.99442451098186e-24,"Gnb3"
"ENSMUSG00000057880",618.019545966877,-1.47771595571787,0.139957193386753,2.42017394447885e-27,6.04075416541921e-24,"Abat"
"ENSMUSG00000047085",581.12326154311,-1.30608369998347,0.131308190901777,1.38127847643584e-24,2.95514663758617e-21,"Lrrc4b"
"ENSMUSG00000038801",120.14262231586,-1.76007778391204,0.197567104717418,2.21194253633446e-20,3.68067238046055e-17,"Scgb1c1"
"ENSMUSG00000001555",983.584234576918,1.03103480638614,0.118612676844517,1.80544139609881e-19,2.70382903479758e-16,"Fkbp10"
"ENSMUSG00000019577",11510.5815486543,1.31528634625482,0.152345330335514,2.98756599812587e-19,4.06743530799391e-16,"Pdk4"
"ENSMUSG00000072949",600.854614116945,1.35551732741335,0.164157743889202,7.3888570106004e-18,7.9039658993394e-15,"Acot1"
"ENSMUSG00000037411",987.604983673649,1.33633064124199,0.162777951302512,1.10936832780817e-17,1.10759333848368e-14,"Serpine1"
"ENSMUSG00000030862",865.355690582915,-1.29540979550227,0.160544650665664,3.19409906159679e-17,2.81381338508668e-14,"Cpxm2"
"ENSMUSG00000021456",1058.5552083951,1.17830916073153,0.159838035844367,8.21057626654455e-15,5.34615609425092e-12,"Fbp2"
"ENSMUSG00000025271",672.311216455169,1.02203701109676,0.146441583915497,1.52063646103018e-13,8.13323272870999e-11,"Pfkfb1"
"ENSMUSG00000020734",29.5517812480675,-1.87895225500635,0.302122564522168,2.83651105537677e-11,1.21370255900921e-08,"Grin2c"
"ENSMUSG00000026011",79.9008324741916,1.09339458792079,0.177928288824724,3.48507983660209e-11,1.44979321202647e-08,"Ctla4"
"ENSMUSG00000075270",77.5647214573,1.16829088401579,0.191435449303738,4.98749760345224e-11,1.91519907972566e-08,"Pde11a"
