"ID","log2FoldChange","pvalue","padj","371-Liver","372-Liver","373-Liver","378-Liver","379-Liver","380-Liver","381-Liver","383-Liver","392-Liver","393-Liver","Gene.name"
"ENSMUSG00000000001",-0.157299512328339,0.181593094531753,0.49436146077744,3047.50785804969,2800.69797721599,2538.03099700895,3097.03394398803,3147.83569144872,2136.64113742339,3131.5884508624,2531.68837694004,2602.8277434517,2588.47594908253,"Gnai3"
"ENSMUSG00000000028",-0.38226830828995,0.180253049615458,0.492709420846386,23.9691629284807,15.8679772080226,33.3613781204412,29.6810680466058,36.9817414965102,44.9329898370401,34.256209125204,23.7049473496258,34.5071859927309,25.0045976534248,"Cdc45"
"ENSMUSG00000000031",0.135539414345004,0.876577382598007,0.961096412584509,43.3727710134412,34.9095498576497,6.41564963854639,3.71013350582573,6.26809177906953,4.64824032796967,0,8.53378104586529,4.92959799896155,8.00147124909592,"H19"
"ENSMUSG00000000049",0.125037775101027,0.31148982060576,0.631994007261047,50328.3938175441,51673.5388453519,62194.5907259964,46947.1018493423,47640.0047576401,68635.9166828002,52570.4349287661,60296.8522764022,54507.5509941177,61535.3146411722,"Apoh"
"ENSMUSG00000000056",0.182139718191751,0.303398738143314,0.625716604221649,1376.51478532132,2402.94068186822,1585.94859064867,1644.51667645725,1751.30484307203,1741.54070954597,2477.86579338975,2260.50377926032,2234.09381312938,1710.31447949425,"Narf"
"ENSMUSG00000000058",-0.171429594684073,0.241342489039922,0.562872840744552,115.280259798883,96.7946609689377,110.349173782998,96.463471151469,109.06479695581,106.909527543302,111.332679656913,76.8040294127876,104.507477577985,91.0167354584661,"Cav2"
"ENSMUSG00000000078",0.149567647507081,0.391963350530995,0.696208222345394,247.681350260967,309.42555555644,206.583918361194,272.694812678191,282.690939236036,257.202631480988,214.101307032525,233.256681920318,385.494563518793,279.05130981222,"Klf6"
"ENSMUSG00000000085",-0.108730755337919,0.367096079256616,0.678730924075204,287.629955141768,285.623589744406,224.547737349124,265.27454566654,317.792253198825,247.906150825049,269.767646860981,269.288201891749,278.029327141432,231.042482317645,"Scmh1"
"ENSMUSG00000000088",-0.102639749358979,0.545184204111758,0.804610160525603,3017.83175156681,2802.28477493679,3459.31828510421,2638.83245601855,2615.04789022781,4673.03094305218,3672.55108663124,3372.73990890476,2801.98350260975,3032.55760340736,"Cox5a"
"ENSMUSG00000000093",-0.059510922824606,0.737814139742502,0.902194897317181,105.007761400963,135.406738841793,89.8190949396495,114.086605304141,114.079270379066,139.44720983909,92.7772330474274,96.7161851864733,125.211789173623,90.0165515523291,"Tbx2"
"ENSMUSG00000000120",-0.49380976292143,0.0534886701897757,0.251487231702286,174.632472764645,159.208704653827,69.289016096301,147.477806856573,180.521043237203,111.557767871272,108.477995563146,78.7004252007577,120.282191174662,84.0154481155072,"Ngfr"
"ENSMUSG00000000126",0.12402223222137,0.712772059087459,0.889785373062243,35.383050037281,16.3969097816233,16.6806890602206,24.1158677878672,19.4310845151156,17.0435478692221,31.401525031437,31.2905305015061,35.4931055925232,39.0071723393426,"Wnt9a"
"ENSMUSG00000000127",0.139411085177335,0.281749257426772,0.604871202733313,207.732745380166,254.945500475563,251.493465831019,248.578944890324,271.408374033711,201.423747545352,252.639542298379,225.671098768438,281.973005540601,295.054252310412,"Fer"
"ENSMUSG00000000131",0.059422171388504,0.551747993708581,0.808928155109568,1039.80511561171,1216.54491928173,1104.77486775769,1142.72111979432,1214.75618678368,894.011556412833,1094.77134995964,1043.01768338354,1122.96242416344,1134.20854955935,"Xpo6"
"ENSMUSG00000000134",-0.425572741086491,0.000463922393439209,0.00876479784624429,761.306270156982,624.140436848888,520.950750649967,862.606040104482,860.609001266247,726.674904605925,620.893790394322,618.225026878241,587.608081476217,505.09287259918,"Tfe3"
"ENSMUSG00000000142",-0.183749106219665,0.309769312759404,0.630267243704926,238.550240573927,213.688759734704,223.264607421414,253.216611772606,280.183702524408,139.44720983909,241.220805923311,190.587776690991,167.606331964693,226.04156278696,"Axin2"
"ENSMUSG00000000148",-0.018376884047611,0.860348897708862,0.954307184849285,337.85105842049,334.285386515676,316.933092144192,355.245283182814,315.285016487198,309.882688531311,292.605119611117,274.029191361674,338.170422728763,329.06050511907,"Brat1"
"ENSMUSG00000000149",0.232907743104194,0.110621887751851,0.385337102378157,3185.61589206617,4831.27012726927,4353.65984471758,4006.94418629179,3352.80229262429,3431.95077548427,4995.69716409224,4263.0977313567,5110.02128572355,3732.68633770325,"Gna12"
"ENSMUSG00000000154",-0.131803736254787,0.286719227449887,0.608599352964197,2765.58484646232,2596.5300038061,3029.46975932161,2884.62880077951,2736.02206156385,3881.28067385468,3282.88670783205,3195.42690272956,2587.05302985502,2777.51070734242,"Slc22a18"
"ENSMUSG00000000157",0.384534988438299,0.168650914519728,0.475797709848455,100.442206557443,81.4556163345159,79.5540555179753,56.5795359638424,65.8149636802301,46.4824032796967,25.692156843903,73.0112378368475,87.7468443815156,67.0123217111784,"Itgb2l"
"ENSMUSG00000000159",-0.242726219874783,0.00142714145159786,0.0206058695304134,697.3885023477,604.04099905206,578.691597396885,710.490566365627,723.964600482531,784.003201984218,723.662417769934,661.842130001553,598.453197073933,627.115309147893,"Igsf5"
"ENSMUSG00000000167",0.0390691826580154,0.920502231591353,0.975415942375698,13.6966645305604,12.1654491928173,23.096338698767,12.9854672703901,13.162992736046,10.8458940985959,9.99139432818449,14.2229684097755,6.90143719854617,8.00147124909592,"Pih1d2"
